Thu Apr 02 20:00:01 CEST 2015;JBrugjre;FRANCE ;RT,@Onferme,Oui,c'est,sûr,#Hollande,est,bien,le,pire,Président,de,la,Cinquième,République,👎,👎,👎,http://t.co/jV9k0whY3B,#valls,@montebou…
Thu Apr 02 19:59:19 CEST 2015;botteQ;;Autosatisfaction,#Hollande,#Valls,#PS,Bientôt,un,nouveau,diplôme,on,ne,connait,pas,les,critères,d'attribution(??),http://t.co/S8x8St170x
Thu Apr 02 19:58:23 CEST 2015;cdauverchain;34000;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:58:21 CEST 2015;Pat_Bordeaux;Bordeaux;Sondages,#Hollande,avril,commence,comme,mars,Dans,le,rouge,http://t.co/4MJIocVXPS
Thu Apr 02 19:56:12 CEST 2015;perlsma;;RT,@Onferme,Oui,c'est,sûr,#Hollande,est,bien,le,pire,Président,de,la,Cinquième,République,👎,👎,👎,http://t.co/jV9k0whY3B,#valls,@montebou…
Thu Apr 02 19:56:08 CEST 2015;jfg642;;@Limportant_fr,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,http://t.co/lhOrJop6gZ
Thu Apr 02 19:55:03 CEST 2015;cenerentola1008;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:54:57 CEST 2015;beatrix160851;;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:54:02 CEST 2015;MimiBouttes;;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:53:48 CEST 2015;toni_nadine;région centre;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:53:34 CEST 2015;cleamounette;planète mars;RT,@Sarkoziste,#Taubira,affiche,ses,désaccords,avec,#Valls,Elle,va,être,virée,#UMP,#PS,#Hollande,#Sarkozy
Thu Apr 02 19:53:31 CEST 2015;jps67000;Strasbourg;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:53:25 CEST 2015;BradHull21;;В,Москве,тем,временем,продолжаются,переговоры,#Merkel,#Hollande,#Putin,#MoscowTalks,http://t.co/wNdap2UFAK
Thu Apr 02 19:53:15 CEST 2015;serge30360;;RT,@Sisf94,Quel,déconneur,ce,#Montebourg,Il,a,vite,oublié,qu'il,avait,participé,à,ce,fiasco,avec,son,mentor,#Hollande,http://t.co/oz…
Thu Apr 02 19:53:01 CEST 2015;mary_syl;;RT,@Onferme,Oui,c'est,sûr,#Hollande,est,bien,le,pire,Président,de,la,Cinquième,République,👎,👎,👎,http://t.co/jV9k0whY3B,#valls,@montebou…
Thu Apr 02 19:52:44 CEST 2015;Onferme;Paris XVI*;@manuelvalls,@partisocialiste,Oui,c'est,sûr,#Hollande,est,bien,le,pire,Président,de,la,Cinquième,République,👎,👎,👎,http://t.co/jV9k0whY3B
Thu Apr 02 19:51:47 CEST 2015;chantal_don;france;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:51:40 CEST 2015;jc_trempon;jeanclaudetrempon.fr;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:51:13 CEST 2015;MaleficeXIV;;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:51:08 CEST 2015;Melmel_68;Mulhouse;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:50:56 CEST 2015;jfg642;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:50:40 CEST 2015;Onferme;Paris XVI*;Oui,c'est,sûr,#Hollande,est,bien,le,pire,Président,de,la,Cinquième,République,👎,👎,👎,http://t.co/jV9k0whY3B,#valls,@montebourg
Thu Apr 02 19:50:35 CEST 2015;PALCARIA;Loire Atlantique;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:50:22 CEST 2015;akhenaton6957; Paris Barcelone  Cap Salou ;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:50:01 CEST 2015;BosioMaria;;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:49:36 CEST 2015;dh_didier;us;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:48:44 CEST 2015;GabAubryF;Lyon ;@TPMPofficiel,@ch_carriere,@DebbouzeJamel,il,vote,toujours,#hollande
Thu Apr 02 19:48:39 CEST 2015;BosioMaria;;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:48:35 CEST 2015;Onferme;Paris XVI*;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:47:52 CEST 2015;actuhollande;Paris;Cécile,Duflot,héritière,de…,Jacques,Chirac,http://t.co/jfvhDMhbt0,#partisocialiste,#hollande,http://t.co/bO9xPE7rMo
Thu Apr 02 19:46:43 CEST 2015;nicolarsouil;;Genre,un,#hollande,amphibiens,C'est,dingue,quand,même,P,https://t.co/RUAQAqr22t
Thu Apr 02 19:46:30 CEST 2015;Dorimene2;;RT,@Sisf94,Quel,déconneur,ce,#Montebourg,Il,a,vite,oublié,qu'il,avait,participé,à,ce,fiasco,avec,son,mentor,#Hollande,http://t.co/oz…
Thu Apr 02 19:45:39 CEST 2015;coluche18;59;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:44:58 CEST 2015;LDN_2471_BOY;Point Richmond ;RT,@KarimaSouid,Hahahaha,RT"@RODE86,Quand,tu,appelles,ta,copine,par,le,prénom,de,ton,ex,#BCE,#Hollande,#LeMondeEstBardo,https://t.co/ie28…
Thu Apr 02 19:44:05 CEST 2015;genevois_did18;frontière luxembourgeoise;RT,@Quirinus0,Taubira,critique,le,gouvernement,auquel,elle,appartient,Rappelons,que,Batho,fut,virée,pour,avoir,osé,critiquer,son,budget,…
Thu Apr 02 19:43:33 CEST 2015;galland_sabine;;RT,@cagouilloo,Petit,rappel,la,France,n'a,plus,de,ministre,de,la,justice,depuis,le,début,du,quinquennat,de,#Hollande,RT
Thu Apr 02 19:42:50 CEST 2015;ClaudeMassa;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:41:55 CEST 2015;ichaelle;strasbourg france;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:41:27 CEST 2015;ASlaurence;Var -  Haute Corse;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:41:16 CEST 2015;jchouquet;Hauts-de-Seine;RT,@Sisf94,Quel,déconneur,ce,#Montebourg,Il,a,vite,oublié,qu'il,avait,participé,à,ce,fiasco,avec,son,mentor,#Hollande,http://t.co/oz…
Thu Apr 02 19:41:06 CEST 2015;JstLangevin;france;RT,@cagouilloo,Petit,rappel,la,France,n'a,plus,de,ministre,de,la,justice,depuis,le,début,du,quinquennat,de,#Hollande,RT
Thu Apr 02 19:40:44 CEST 2015;Dorimene2;;RT,@cagouilloo,Petit,rappel,la,France,n'a,plus,de,ministre,de,la,justice,depuis,le,début,du,quinquennat,de,#Hollande,RT
Thu Apr 02 19:40:04 CEST 2015;PIRESCATOR;;RT,@Pastrouil,Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_fi…
Thu Apr 02 19:39:53 CEST 2015;JstLangevin;france;RT,@Pastrouil,Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_fi…
Thu Apr 02 19:39:45 CEST 2015;Amberor;;cuisine,du,Monde,Recette,de,#clafoutis,aux,#choux,de,#Bruxelles,à,l',#edam,http://t.co/B9nw2r8lbT,#cuisine,#hollandaise,#Hollande
Thu Apr 02 19:39:12 CEST 2015;sosoUMP;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:37:29 CEST 2015;lisebonnette;Toulouse;J'aurais,bien,critiqué,#Hollande,aussi,mais,par,rapport,aux,autres,clowns,qui,nous,servent,de,politiques,je,lui,en,fais,grâce,pour,aujd
Thu Apr 02 19:36:23 CEST 2015;didiergildas;Montpellier France;La,cote,de,#Hollande,et,#Valls,recule,en,avril,http://t.co/bSx1t7zTof,Normal,Ce,sera,continu,maintenant
Thu Apr 02 19:35:14 CEST 2015;TROTEMc;;RT,@Pastrouil,Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_fi…
Thu Apr 02 19:34:32 CEST 2015;Buronator;Stuttgart - Germany/Allemagne;Guerre,des,roses,Montebourg,tacle,le,gouvernement,et,vice,versa,http://t.co/LuaYHZKBR3,#Valls,#Hollande
Thu Apr 02 19:34:12 CEST 2015;06aime;;RT,@Pastrouil,Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_fi…
Thu Apr 02 19:33:53 CEST 2015;thib0589;  gard;RT,@Pastrouil,Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_fi…
Thu Apr 02 19:31:46 CEST 2015;mi1789;france;RT,@Quirinus0,Taubira,critique,le,gouvernement,auquel,elle,appartient,Rappelons,que,Batho,fut,virée,pour,avoir,osé,critiquer,son,budget,…
Thu Apr 02 19:31:32 CEST 2015;hibou_chouette;Yvelines;RT,@SebastienHuyghe,Et,pendant,ce,temps,#Hollande,viole,allègrement,le,code,des,marchés,publics,#Ecomouv,Comment,connait-il,une,décision,n…
Thu Apr 02 19:31:27 CEST 2015;ED_BR_HD;Come as You Are;RT,@ydekerdrel,Achetez,vite,le,dernier,numéro,de,@valeurs,qui,montre,comment,#Hollande,a,creusé,son,tombeau,et,celui,de,la,gauche,http://…
Thu Apr 02 19:30:39 CEST 2015;Vieuxreac_;Ex parisien ;RT,@Mr_REESE_John,SuperHollande,Plus,fort,que,les,autres,"@Pastrouil,#Hollande,Erreur,sur,la,personne,Excellent,#Bouvard,http…
Thu Apr 02 19:30:19 CEST 2015;kipzolie;BREIZH-ILLIENNE ---RENNES;RT,@Vieuxreac_,@Quirinus0,@kipzolie,ce,crétin,2,#Hollande,qui,croyait,quil,suffirait,2,laisser,passer,le,tps,ss,rien,faire,pr,que,la,crois…
Thu Apr 02 19:30:02 CEST 2015;danypriou14;Ouistreham - (Normandie);RT,@Quirinus0,Taubira,critique,le,gouvernement,auquel,elle,appartient,Rappelons,que,Batho,fut,virée,pour,avoir,osé,critiquer,son,budget,…
Thu Apr 02 19:29:25 CEST 2015;lisonmarin;;RT,@raez07,@infos140,certains,disaient,que,#Hollande,avait,parlé,un,peu,vite,(pas,de,survivants),vont-ils,s'excuser,les,#ggrmc,#A3…
Thu Apr 02 19:28:20 CEST 2015;lavarenne06;Alpes Maritimes;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:27:59 CEST 2015;verauvert;Europe, France, Isère.;RT,@Quirinus0,Taubira,critique,le,gouvernement,auquel,elle,appartient,Rappelons,que,Batho,fut,virée,pour,avoir,osé,critiquer,son,budget,…
Thu Apr 02 19:24:31 CEST 2015;nicole83417816;;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:24:17 CEST 2015;Arnaud3J;Paris;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:24:12 CEST 2015;Vieuxreac_;Ex parisien ;@Quirinus0,@kipzolie,ce,crétin,2,#Hollande,qui,croyait,quil,suffirait,2,laisser,passer,le,tps,ss,rien,faire,pr,que,la,crois,revien,tte,seul
Thu Apr 02 19:24:10 CEST 2015;VincentTours;Tours, France;RT,@Quirinus0,Taubira,critique,le,gouvernement,auquel,elle,appartient,Rappelons,que,Batho,fut,virée,pour,avoir,osé,critiquer,son,budget,…
Thu Apr 02 19:24:08 CEST 2015;PeupledeFrance1;;RT,@SebastienHuyghe,Et,pendant,ce,temps,#Hollande,viole,allègrement,le,code,des,marchés,publics,#Ecomouv,Comment,connait-il,une,décision,n…
Thu Apr 02 19:22:33 CEST 2015;mcraffermi;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:22:10 CEST 2015;r1_ms;;@WardaMD,et,le,pire,c'est,qu'il,est,apparemment,soutenu,par,#Hollande,/
Thu Apr 02 19:21:35 CEST 2015;paoegilles;;RT,@Pastrouil,Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_fi…
Thu Apr 02 19:20:35 CEST 2015;Arnaud3J;Paris;RT,@cagouilloo,Petit,rappel,la,France,n'a,plus,de,ministre,de,la,justice,depuis,le,début,du,quinquennat,de,#Hollande,RT
Thu Apr 02 19:20:25 CEST 2015;tabtab39000;fan comtois de comté;RT,@actuplurielle,#arcelormittal,voué,aux,gémonies,par,#Hollande,et,#Montebourg,investit,et,embauche,253,personnes,en,#France
Thu Apr 02 19:20:21 CEST 2015;mjp_ferreira;Bourgogne;"@Le_Figaro,Les,cotes,de,confiance,de,#Hollande,et,#Valls,rechutent,>>,http://t.co/68ZBxmIaTt,et,surtout,on,ne,change,rien,jusqu'à,cote
Thu Apr 02 19:19:42 CEST 2015;IsidoreMartin;;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:19:12 CEST 2015;Menard23Menard;;RT,@PeupledeFrance1,Moyen,Orient,#BHL,fait,la,politique,étrangère,de,la,#France,#Hollande,s'y,plie,http://t.co/ixNd4M77vh
Thu Apr 02 19:18:42 CEST 2015;energieforever;Alsace;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:18:26 CEST 2015;Delphine_D;France, Dijon;RT,@AvecBLM,"Le,mensonge,a,été,le,symbole,du,quinquennat,de,F,#Hollande,cela,a,accentué,le,fossé,Français/politiques!",@Bruno_LeMaire,#…
Thu Apr 02 19:18:23 CEST 2015;NewFrance92100;boulogne billancourt ;RT,@PeupledeFrance1,#Hollande,sauve,son,quinquennat,par,une,première,réforme,structurelle,http://t.co/D7Si90oH7X
Thu Apr 02 19:18:10 CEST 2015;keiffer59;ajaccio;RT,@Onferme,@Barbie_Turiques,@keiffer59,Avec,#Hollande,les,temps,changent,http://t.co/XL5ZZUgNb3
Thu Apr 02 19:17:26 CEST 2015;Onferme;Paris XVI*;@Barbie_Turiques,@keiffer59,Avec,#Hollande,les,temps,changent,http://t.co/XL5ZZUgNb3
Thu Apr 02 19:17:12 CEST 2015;corps13;france;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:15:28 CEST 2015;JstLangevin;france;RT,@PeupledeFrance1,Moyen,Orient,#BHL,fait,la,politique,étrangère,de,la,#France,#Hollande,s'y,plie,http://t.co/ixNd4M77vh
Thu Apr 02 19:14:43 CEST 2015;AzlVinc3nt;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:14:11 CEST 2015;mydaphne;;RT,@Quirinus0,La,Justice,de,Taubira,a,encore,frappé,#Hollande,#PSOS,http://t.co/mTSu9JFTQ6
Thu Apr 02 19:13:21 CEST 2015;URBANAUTE1;ROUEN;RT,@Pastrouil,Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_fi…
Thu Apr 02 19:13:14 CEST 2015;EArevir;;RT,@ydekerdrel,Achetez,vite,le,dernier,numéro,de,@valeurs,qui,montre,comment,#Hollande,a,creusé,son,tombeau,et,celui,de,la,gauche,http://…
Thu Apr 02 19:12:40 CEST 2015;mi1789;france;RT,@PeupledeFrance1,#Hollande,sauve,son,quinquennat,par,une,première,réforme,structurelle,http://t.co/D7Si90oH7X
Thu Apr 02 19:12:34 CEST 2015;jean134567;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:12:32 CEST 2015;FPnault;;RT,@VincentTours,#A320Crash,#Hollande,"d'ici,à,la,fin,de,la,semaine,tous,les,corps,seront,identifiés",en,fait,encore,3,à,5,semaines,s…
Thu Apr 02 19:12:02 CEST 2015;NouvelleSolidar;Clichy, France;RT,@JCheminade,Désaveu,l'édito,de,Jacques,Cheminade,http://t.co/O4hticIedn,#departementales2015,#FN,#ManuelValls,#Hollande,#lepen
Thu Apr 02 19:12:02 CEST 2015;SPVereycken;Argenteuil France;RT,@JCheminade,Désaveu,l'édito,de,Jacques,Cheminade,http://t.co/O4hticIedn,#departementales2015,#FN,#ManuelValls,#Hollande,#lepen
Thu Apr 02 19:11:30 CEST 2015;cagouilloo;France;Petit,rappel,la,France,n'a,plus,de,ministre,de,la,justice,depuis,le,début,du,quinquennat,de,#Hollande,RT
Thu Apr 02 19:11:02 CEST 2015;PeupledeFrance1;;Moyen,Orient,#BHL,fait,la,politique,étrangère,de,la,#France,#Hollande,s'y,plie,http://t.co/ixNd4M77vh
Thu Apr 02 19:10:38 CEST 2015;ValrieBARRETT;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:10:37 CEST 2015;danypriou14;Ouistreham - (Normandie);RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:10:14 CEST 2015;rosedingue;;RT,@SebastienHuyghe,Et,pendant,ce,temps,#Hollande,viole,allègrement,le,code,des,marchés,publics,#Ecomouv,Comment,connait-il,une,décision,n…
Thu Apr 02 19:09:55 CEST 2015;couppied;SAVOIE;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:09:32 CEST 2015;Thierry18200;Saint-Amand-Montrond;RT,@VincentTours,#A320Crash,#Hollande,"d'ici,à,la,fin,de,la,semaine,tous,les,corps,seront,identifiés",en,fait,encore,3,à,5,semaines,s…
Thu Apr 02 19:08:58 CEST 2015;RoyalCalin;Paris & Arcachon / France;RT,@jeanrenaudie,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,htt…
Thu Apr 02 19:08:58 CEST 2015;Pastrouil;;Rachida,Dati,«Manuel,#Valls,est,devenu,la,Édith,Cresson,de,François,#Hollande»,(VIDÉO),http://t.co/87T8MzkkWh,via,@le_figaro
Thu Apr 02 19:08:21 CEST 2015;BLMVienne;en Poitou Charentes;RT,@AvecBLM,"Le,mensonge,a,été,le,symbole,du,quinquennat,de,F,#Hollande,cela,a,accentué,le,fossé,Français/politiques!",@Bruno_LeMaire,#…
Thu Apr 02 19:07:23 CEST 2015;AuchecorneRose;Reims;RT,@ydekerdrel,Achetez,vite,le,dernier,numéro,de,@valeurs,qui,montre,comment,#Hollande,a,creusé,son,tombeau,et,celui,de,la,gauche,http://…
Thu Apr 02 19:07:04 CEST 2015;olympik18;;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:06:25 CEST 2015;Alexassocial;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:06:13 CEST 2015;MaduroJean;;N'oublions,pas,qu'#HOLLANDE,rêve,d',une,droite,divisée,pour,se,retrouver,en,face,de,MLP,au,second,tour,#droite,#soudée,#rassemblement
Thu Apr 02 19:06:06 CEST 2015;Minouchka1166;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:05:25 CEST 2015;Rose_du_Berry;;RT,@Quirinus0,Taubira,critique,le,gouvernement,auquel,elle,appartient,Rappelons,que,Batho,fut,virée,pour,avoir,osé,critiquer,son,budget,…
Thu Apr 02 19:05:13 CEST 2015;AvecBLM;;"Le,mensonge,a,été,le,symbole,du,quinquennat,de,F,#Hollande,cela,a,accentué,le,fossé,Français/politiques!",@Bruno_LeMaire,#Toulouse
Thu Apr 02 19:04:47 CEST 2015;MRigalon;;RT,@ydekerdrel,Achetez,vite,le,dernier,numéro,de,@valeurs,qui,montre,comment,#Hollande,a,creusé,son,tombeau,et,celui,de,la,gauche,http://…
Thu Apr 02 19:04:45 CEST 2015;jeanrenaudie;Paris ;RT,@botteQ,@jeanrenaudie,#Hollande,#PS,<,Trop,d'Impôts,>,#Valls,et,en,plus,C,même,pas,de,sa,faute,http://t.co/5E1CnPUNbS
Thu Apr 02 19:04:02 CEST 2015;PeupledeFrance1;;#Hollande,sauve,son,quinquennat,par,une,première,réforme,structurelle,http://t.co/D7Si90oH7X
Thu Apr 02 19:03:59 CEST 2015;tabtab39000;fan comtois de comté;RT,@VallsDegage,N'oublions,pas,que,#Valls,n'est,pas,beaucoup,mieux,que,#Hollande,#HollandeDégage,#VallsDégage,#DirectPR
Thu Apr 02 19:03:55 CEST 2015;tabtab39000;fan comtois de comté;RT,@VallsDegage,#Valls,se,planque,pour,mieux,revenir,après,la,chute,finale,de,#Hollande,Ne,le,laissons,pas,faire,les,2,doivent,dégager,p…
Thu Apr 02 19:03:33 CEST 2015;sylla_carmen;;RT,@maxime7,#Hollande,soupconné,de,fraudes,fiscales,par,un,journal,anglais,Personne,n'en,parle,en,France,#fraudesfiscales,http://t.co/c…
Thu Apr 02 19:03:14 CEST 2015;Bernard80007501;;RT,@jeanrenaudie,Ce,n'était,pas,un,poisson,d'avril,"On,marche,sur,la,tête",Au,secours,ce,sont,des,malades,#PS,#Hollande,#Valls,http:/…
Thu Apr 02 19:02:25 CEST 2015;MccartyContact;;Escroquerie,au,logement,il,se,faisait,passer,pour,le,propriétaire,#hollande,#Sarkozy,#Impôts,#taxes,#France,http://t.co/wuUSg2tbih
Thu Apr 02 19:01:14 CEST 2015;Francoise75;Haut Var;RT,@docteurmasque,#Juppé,prône,le,pardon,des,offenses,pour,le,#modem,Pour,moi,c'est,non,#Bayrou,est,un,traître,qui,a,en,plus,fait,élire,…
Thu Apr 02 19:00:39 CEST 2015;DefenseGrunfeld;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 19:00:22 CEST 2015;mcraffermi;;RT,@tarmo13013,Les,journalistes,de,@radiofrance,en,grève,la,+,longue,depuis,10,ans,devraient,se,souvenir,qu'ils,ont,voté,#Hollande,à,80%,#…
Thu Apr 02 19:00:08 CEST 2015;sylla_carmen;;RT,@docteurmasque,#Juppé,prône,le,pardon,des,offenses,pour,le,#modem,Pour,moi,c'est,non,#Bayrou,est,un,traître,qui,a,en,plus,fait,élire,…
Thu Apr 02 18:59:25 CEST 2015;raez07;montpellier;@infos140,certains,disaient,que,#Hollande,avait,parlé,un,peu,vite,(pas,de,survivants),vont-ils,s'excuser,les,#ggrmc,#A320Crash
Thu Apr 02 18:59:18 CEST 2015;Valdakar5;SENEGAL;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 18:57:54 CEST 2015;Yoda2050;Nancy-lorraine-France-Europe;RT,@SebastienHuyghe,Et,pendant,ce,temps,#Hollande,viole,allègrement,le,code,des,marchés,publics,#Ecomouv,Comment,connait-il,une,décision,n…
Thu Apr 02 18:57:07 CEST 2015;Jimmy_Henin;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
Thu Apr 02 18:56:22 CEST 2015;cay907;;RT,@TweetonsLuttons,Tous,en,#grève,et,dans,la,rue,le,#9avril ,http://t.co/PFeliaNn6R,#Macron,#Touraine,#Hollande,#austérité,#NPA,http://t…
Thu Apr 02 18:56:03 CEST 2015;actuplurielle;;#arcelormittal,voué,aux,gémonies,par,#Hollande,et,#Montebourg,investit,et,embauche,253,personnes,en,#France
Thu Apr 02 18:55:57 CEST 2015;Le65avecSarkozy;;RT,@chantalanni,#Hollande,accusé,de,fraude,fiscale,par,le,quotidien,anglais,The,INDEPENDENT,"presse,française",Pas,de,réaction,http…
